article_id,text
867098006,"Dress in sweatshirt fabric made from a cotton blend with a soft brushed inside. Rib-trimmed neckline, dropped shoulders, long sleeves with covered elastication at the cuffs, and a seam with a drawstring at the waist. Unlined. | Venus dress | Dress | Garment Full body | Children Sizes 134-170 | Light Pink | Placement print"
577375001,"Trousers in a soft viscose weave with a sheen. Elasticated waist with a decorative drawstring, side pockets and elasticated hems. | Holly Chambray | Trousers | Garment Lower body | Children Sizes 92-140 | Light Blue | Chambray"
216961011,Hair elastics in various colours with metal clips. Width 0.6 cm. | 4p Elastic Headband (1) | Hair/alice band | Accessories | Ladies Accessories | Light Orange | Solid
609037002,"Short twill dungaree dress with shoulder straps that fasten with metal eyelets at the top, a chest pocket and front and back pockets. Unlined. | W Manilla skirt EQ | Dress | Garment Full body | Ladieswear | Off White | Stripe"
626442018,"Top in sweatshirt fabric with a motif, lined hood, long sleeves and ribbing at the cuffs and hem. Soft brushed inside. | PERFECT HOOD | Sweater | Garment Upper body | Children Sizes 134-170 | Light Pink | Front print"
825227001,"High-waisted, ankle-length sports tights in fast-drying functional fabric with inset mesh sections at the hems. Wide waist panel containing a concealed key pocket. | + GWEN mesh HW tights | Leggings/Tights | Garment Lower body | Ladieswear | Black | Solid"
502393003,"Lace blouse with short, flounce-trimmed sleeves and an opening with a button at the back of the neck. | CS Bernadette frill top | Blouse | Garment Upper body | Ladieswear | Light Orange | Lace"
568487004,Slippers in satin and plastic with a large bow at the front and embossed soles. | Shayne Slipper | Slippers | Shoes | Lingeries/Tights | Light Pink | Solid
622026001,"Short, sleeveless dress in a patterned weave that is fitted at the top. Concealed zip and a hook-and-eye fastener at the back, a seam at the waist and a gently flared skirt. Lined. | Etsu Dress | Dress | Garment Full body | Ladieswear | Light Green | All over pattern"
591647002,T-shirt in soft cotton jersey with a motif and short sleeves with sewn-in turn-ups. | Linni tee | T-shirt | Garment Upper body | Divided | Black | Placement print
488017011,Fine-knit ankle socks with elastication at the top. | TP Lucas 7-p anklesock BB | Socks | Socks & Tights | Children Sizes 134-170 | Dark Blue | Solid
741249001,"Wide, slightly boxy-style jumper in a soft rib knit with a boat neck, dropped shoulders and long sleeves. | Memphis | Sweater | Garment Upper body | Divided | Dark Blue | Stripe"
836751001,"Calf-length kaftan dress in an airy Tencel™ lyocell and silk weave with a slight sheen. Stand-up collar with decorative seams, a V-neck, gathers at the top to create soft draping, and a seam with a drawstring at the hips. Low dropped shoulders, and extra-long sleeves with gathered seams and a slit and concealed drawstring at the cuffs. Unlined. | PQ JILLIE SILK / TEN DRESS | Dress | Garment Full body | Ladieswear | Orange | Solid"
815479002,"Biker jacket in imitation suede with a diagonal zip down the front and notch lapels with decorative buttons. Shoulder tabs with decorative buttons, and zipped side pockets. Lined. | LUCY SUEDE BIKER | Jacket | Garment Upper body | Children Sizes 134-170 | Light Yellow | Solid"
726122001,Metal earrings. Length 9.5 cm. | CNY Class Isa earring | Earring | Accessories | Ladies Accessories | Gold | Solid
575447005,"Trunks in stretch organic cotton jersey with flatlock seams for added comfort, an elasticated waist, lined front and slightly longer legs. | Chris 7pk Basic | Underwear bottom | Underwear | Menswear | Dark Blue | Solid"
808187001,"Loafers in a sturdy jacquard weave with satin linings, imitation leather insoles and fluted soles. Heel 1.5 cm. | Dragon fancy loafer | Flat shoe | Shoes | Ladies Accessories | Black | All over pattern"
378135025,"Jumper in soft, fine-knit merino wool with a round neck, long sleeves and ribbing at the cuffs and hem. | R-Neck Merino Pisa | Sweater | Garment Upper body | Menswear | Blue | Solid"
817693002,"T-shirt in soft cotton with a glittery print on the front, vertical seam at the back and gathers in the sides for best fit over the tummy. | Holly t shirts | T-shirt | Garment Upper body | Ladieswear | Off White | Front print"
807005003,"Lightweight puffer jacket in woven fabric with a hood and discreet zip down the front with a chin guard. Pockets in the side seams with a concealed zip, and narrow elastication at the cuffs and hem. Unlined. | Oliver lightweight puffer | Jacket | Garment Upper body | Menswear | Black | Solid"
652007001,"Sandals in imitation patent leather with crossover straps at the front and a wide elastic heel strap. Imitation leather insoles and fluted rubber soles. | Anna Price Sandal SG | Sandals | Shoes | Children Accessories, Swimwear | White | Solid"
553873031,Sleeveless dress in printed jersey with a seam at the waist and flared skirt. | Dragonfly | Dress | Garment Full body | Children Sizes 92-140 | White | All over pattern
569846001,"Elastic faux fur scrunchies. | H-string Fur scrunchie 2pk | Hair string | Accessories | Children Accessories, Swimwear | Other Pink | Solid"
525256007,"Top in soft organic cotton jersey with a concealed press-stud on one shoulder, a scalloped neckline and short puff sleeves with a scalloped edge. | SS t-shirt girly | T-shirt | Garment Upper body | Baby Sizes 50-98 | Light Pink | All over pattern"
594987023,"Bikini briefs in organic cotton with lace trims, a low waist, lined gusset, and medium coverage at the back. | Fiona Bikini (Clover) 4pk | Underwear bottom | Underwear | Lingeries/Tights | Dark Blue | Solid"
690732001,"Lightly padded, quilted jacket in woven fabric with a sheen. Detachable, lined hood with a narrow elasticated edge, zip down the front, zipped side pockets and narrow elastication at the cuffs. Lined. | VERONICA | Jacket | Garment Upper body | Children Sizes 134-170 | Black | All over pattern"
560325001,"Super push-up bra in hole-patterned jersey with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Adjustable shoulder straps, a racer back and a hook-and-eye fastening. | Iris SP Andes Back Detail | Bra | Underwear | Lingeries/Tights | Black | Solid"
728473002,"Triangle bikini top with laser-cut scalloped edges and lightly padded cups with removable inserts. Narrow, adjustable shoulder straps that can be fastened in different ways and an adjustable metal hook fastening at the back. | Lazer Razer Triangle Top | Bikini top | Swimwear | Lingeries/Tights | White | All over pattern"
693246001,"Cowl-neck jumper in a soft knit containing some wool in a relaxed fit with dropped shoulders, long sleeves, ribbing at the cuffs and hem, and slits in the sides. | Chip | Sweater | Garment Upper body | Ladieswear | Grey | Melange"
817393001,"Straight-cut shirt jacket in soft denim with a small stand-up collar and press-studs down the front. Decorative pocket flaps with a press-stud at the top, and long sleeves with press-studs at the cuffs. Unlined. | Jentry Denim Shirt | Blouse | Garment Upper body | Ladieswear | Black | Denim"
708251001,"T-shirt in soft cotton jersey with fringing at the hem, short sleeves and a print motif on the front. | Sunset fringe tee | T-shirt | Garment Upper body | Children Sizes 92-140 | White | All over pattern"
918399001,"Top in soft sweatshirt fabric with a kangaroo pocket, long raglan sleeves and ribbing around the neckline, cuffs and hem. | DAWSON Crew | Sweater | Garment Upper body | Children Sizes 92-140 | Light Beige | Placement print"
685985002,Imitation suede sandals with narrow straps and an adjustable ankle strap with a metal buckle. Imitation suede insoles and rubber soles. Heel 10 cm. | Mika sandalette | Pumps | Shoes | Divided | Red | Solid
858910001,"Shorts in lightweight sweatshirt fabric with an elasticated, drawstring waist and diagonal side pockets. Wide jersey panel at the waist for best fit over the tummy. | ED Glamping shorts | Shorts | Garment Lower body | Ladieswear | Grey | Melange"
749561005,"Long-sleeved dress with a fine-knit bodice, motif on the front, gathered seam at the hips and gently flared, patterned skirt. | SILJAN Dress | Sweater | Garment Upper body | Children Sizes 92-140 | Red | Application/3D"
809350002,"Pyjamas in soft jersey. Top with a wrapover front, short sleeves and gathers at the side for best fit over the tummy. Bottoms with wide, foldover ribbing at the waist and ribbed hems. Can be worn both during pregnancy and while nursing afterwards. The cotton content of the pyjamas is organic. | Liz PJ | Pyjama set | Nightwear | Lingeries/Tights | Pink | Solid"
870576001,"Long-sleeved top in soft, printed cotton jersey with a round neckline, dropped shoulders and ribbing around the neckline and cuffs. | Mona LS | T-shirt | Garment Upper body | Children Sizes 134-170 | White | Placement print"
766760001,"Set with a short-sleeved bodysuit and pair of leggings in soft, organic cotton jersey. Bodysuit with a wrapover front and press-studs at one side and at the crotch. Trousers with an elasticated waist. | JOEL set | Garment Set | Garment Full body | Baby Sizes 50-98 | Yellow | Front print"
503820011,"Shirt in a woven fabric with a matching tie or bow tie. Turn-down collar, chest pocket and buttons down the front and at the cuffs. Adjustable tie/bow tie with a plastic fastener. | Sune shirt set | Shirt | Garment Upper body | Children Sizes 92-140 | Dark Green | Check"
577006014,Hipster briefs in cotton jersey with a lined gusset. | NOORA 3PACK hipster | Underwear bottom | Underwear | Children Sizes 134-170 | Grey | Mixed solid/pattern
858161001,"Fitted, sleeveless, calf-length dress in soft, ribbed jersey made from a cotton blend with high slits in the sides. | SHELL DRESS | Dress | Garment Full body | Ladieswear | Light Beige | Solid"
804441001,"Dress in an airy cotton weave with a collar, buttons down the front and short sleeves with a tab and button. Gathered seam at the waist and a gently flared skirt with side pockets. Unlined. | Hamburg utility dress | Dress | Garment Full body | Children Sizes 92-140 | Greenish Khaki | Solid"
842772001,"Cardigan in a loose, chunky-knit cotton blend with a V-neck, buttons down the front, low dropped shoulders and wide, tapered sleeves. | Glasgow Cardigan | Cardigan | Garment Upper body | Divided | Black | Solid"
879991002,"Straight-cut shirt in cotton twill with a collar, buttons down the front and a yoke with a hanger loop at the back. Two open chest pockets and long sleeves with buttoned cuffs. | Dennis utility shirt | Shirt | Garment Upper body | Children Sizes 134-170 | Greenish Khaki | Solid"
713824036,"Boxer shorts in organic cotton jersey with short legs, an elasticated waist and lined front. | Henrik boxer BB TP 3-p | Underwear bottom | Underwear | Children Sizes 134-170 | Grey | Stripe"
652705005,Padded ski mittens in wind- and water-repellent functional fabric with elastication and a hook and loop fastener at the top. Reflective details and Thinsulate™ lining. Size 3-6 M without thumbs. | Kaa gloves | Gloves | Accessories | Baby Sizes 50-98 | Black | Solid
755713002,"Long-sleeved shirt in a checked cotton weave with a collar, buttons down the front and yoke at the back. Open chest pocket, buttoned cuffs and a rounded hem. | Connor shirt | Shirt | Garment Upper body | Children Sizes 92-140 | Dark Blue | Check"
690227004,"Twill joggers with an elasticated drawstring waist, pleats at the top and a fake fly. Diagonal side pockets, welt back pockets, a low crotch and tapered legs. | Ares chinos | Trousers | Garment Lower body | Menswear | Grey | Check"
612854004,Top in jersey crêpe with short cap sleeves and an opening with a button at the back of the neck. | Cream Top | Top | Garment Upper body | Ladieswear | Red | Solid
533775002,"Top in organic cotton sweatshirt fabric with long raglan sleeves, a press-stud at the back and a seam with a flounce at the hem. Soft brushed inside. | Basic sweatshirt with frill | Sweater | Garment Upper body | Baby Sizes 50-98 | Light Pink | Solid"
664779005,"Long-sleeved top in soft, patterned sweatshirt fabric with ribbing around the neckline, cuffs and hem. Brushed inside. | MAGIC CREWNECK | Sweater | Garment Upper body | Children Sizes 92-140 | Grey | All over pattern"
798412001,Waist-high briefs in lace with a V-shaped opening and satin ties at the back. Lined gusset and cutaway coverage at the back. | Orlando highwaist bow | Underwear bottom | Underwear | Lingeries/Tights | Black | Solid
516859013,Belt in embossed imitation leather with a metal buckle. Width 3 cm. | James basic hip belt | Belt | Accessories | Ladies Accessories | Black | Other structure
341909045,Vest tops in soft cotton jersey with a scalloped trim around the neckline and armholes and a small satin bow at the front. | REBECCA basic tanktop | Vest top | Garment Upper body | Children Sizes 92-140 | White | All over pattern
742745004,Scarf in a soft rib knit. | Scarf Stefan | Scarf | Accessories | Menswear | Dark Orange | Solid
591702004,"Joggers in washed sweatshirt fabric with an elasticated drawstring waist, zipped side pockets and a back pocket. Tapered legs with decorative stitching at the knees and ribbed hems. | EAGLE JOGGER | Trousers | Garment Lower body | Children Sizes 92-140 | Black | Treatment"
760477003,"Long-sleeved jumper in soft, rib-knit chenille with a round neckline and straight hem. | Jenny Velour | Sweater | Garment Upper body | Divided | Pink | Solid"
679139003,"Short nightdress in soft jersey with a lace-trimmed V-neck and narrow, adjustable shoulder straps. | Bebe Nightslip (J) | Night gown | Nightwear | Lingeries/Tights | Dark Grey | All over pattern"
559616006,"Lined triangle bikini top with moulded, padded cups for a larger bust and fuller cleavage and ties at the back. | Timeless Push Triangle | Bikini top | Swimwear | Lingeries/Tights | White | Stripe"
648630002,Short-sleeved top in organic cotton jersey with a deep V-neck with a gathered seam. | TINDRA SS gathering | T-shirt | Garment Upper body | Ladieswear | Black | Solid
564309005,"Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and a lined front. | Anthony solid | Underwear bottom | Underwear | Menswear | Light Turquoise | Solid"
479549005,"Short, sleeveless, fitted dress in stretch twill with an off-centre zip down the front and notch lapels with decorative buttons. Zipped side pockets and a detachable belt with a metal buckle at the waist. Unlined. | Biker dress | Dress | Garment Full body | Divided | White | Solid"
903306006,"Soft, non-wired bra in ribbed jersey designed with the minimum number of seams for a seamless, comfortable feel against the skin. Adjustable shoulder straps and lined cups with removable inserts that shape the bust and provide good support. No fasteners. The polyamide content of the bra is partly recycled. | Uma Softbra Rib Mia Conscious | Bra | Underwear | Lingeries/Tights | Beige | Solid"
579148002,"Slightly longer hooded jumper in fine-knit slub cotton with ribbing around the hood, cuffs and hem. | Lee spring hood | Sweater | Garment Upper body | Children Sizes 134-170 | Dark Orange | Front print"
575487002,"Dungaree shorts in washed denim with adjustable straps with a press-stud and a seam at the waist with press-studs at the sides. Fake pockets and belt loops at the front, one back pocket and short legs with sewn-in turn-ups. | SUSSI bib shorts | Shorts | Garment Lower body | Baby Sizes 50-98 | Light Blue | Embroidery"
890956001,"Short, tiered skirt in an airy, patterned cotton weave. Regular waist with wide smocking. Lined. | Linus aop skirt | Skirt | Garment Lower body | Ladieswear | Red | All over pattern"
753085007,"Top in soft sweatshirt fabric with an interactive appliqué on the front and jersey-lined, wrapover hood. Gently dropped shoulders, long sleeves and ribbing at the cuffs and hem. Soft brushed inside. | NOAH interactive hood TP | Hoodie | Garment Upper body | Children Sizes 134-170 | Dark Blue | Sequin"
712838006,T-shirt in slub cotton jersey with a wide neckline and tie detail at the front. | Nira tee | T-shirt | Garment Upper body | Ladieswear | Black | Solid
686865001,"Jumpsuit in narrow-wale cotton corduroy with flounces at the front that continue along the shoulder straps to the back. Seam at the waist with wide elastication at the back, side pockets and wide, 3/4-length legs. | UMA onepiece | Trousers | Garment Lower body | Children Sizes 92-140 | Pink | Solid"
872177002,"Knee-length dress in airy chiffon with a V-neck, pin-tucks at the top and short sleeves. Concealed fastening at the top and a seam at the waist with elastication at the back and a sewn-in tie belt. Satin lining. The polyester content of the dress is partly recycled. | Tulip Dress | Dress | Garment Full body | Ladieswear | Black | Solid"
586896019,"Fully lined bikini bottoms with a mid waist, ties at the sides and medium coverage at the back. | Anders Tie Brief | Swimwear bottom | Swimwear | Lingeries/Tights | White | Lace"
546892004,"Patterned swimsuit with a frill at the top and narrow shoulder straps with decorative bows. Lined at the front. | FIFFI SWIMSUIT | Swimsuit | Swimwear | Children Accessories, Swimwear | Other Pink | All over pattern"
583104002,T-shirt in soft velour. | Dracula velour tee | T-shirt | Garment Upper body | Menswear | Light Beige | Solid
808812003,"Shorts in a cotton weave with concealed, adjustable elastication and a button at the waist, fake fly, fake front pockets and a fake back pocket. | TVP Abbe shorts | Shorts | Garment Lower body | Baby Sizes 50-98 | Dark Blue | Solid"
730124002,Short blouse in a patterned crêpe weave with a V-neck and an open back with a button at the back of the neck and ties at the hem. Long sleeves with elasticated cuffs. | Kim set blouse | Blouse | Garment Upper body | Divided | Off White | All over pattern
487800002,"Short shorts in soft organic cotton jersey with an elasticated drawstring waist, and side pockets. | BRAX shorts | Shorts | Garment Lower body | Children Sizes 134-170 | Black | All over pattern"
682238031,"Small backpack with metal details. Zip and handle at the top, a zipped outer compartment and adjustable shoulder straps. Size 11x21x26 cm. | NAV MINI BACK PACK | Bag | Accessories | Divided | Light Grey | Solid"
557978003,"Wide, short-sleeved top in cotton jersey with embroidered text on the front. | CSP Sister tee | Top | Garment Upper body | Ladieswear | White | Embroidery"
705872001,"Ankle boots with pointed toes, elastic gores in the sides and a loop at the back. Fabric linings, leather insoles and rubber soles. Heel 3.5 cm. | OL TAKIRA PQ boot | Boots | Shoes | Ladies Accessories | Black | Solid"
507120002,Vest top in soft jersey with a yoke at the front. | Valery tank | Vest top | Garment Upper body | Children Sizes 134-170 | Light Orange | Front print
813282002,Leggings in soft cotton jersey with an elasticated waist. | Malva 2pk leggings | Leggings/Tights | Garment Lower body | Baby Sizes 50-98 | Dark Grey | Dot
681560002,"Cardigan in a soft, rib-knit cotton blend with dropped shoulders and 3/4-length sleeves. No buttons. | Lea throw on | Cardigan | Garment Upper body | Ladieswear | Light Beige | Solid"
850643001,"Polo shirt in jacquard-patterned premium cotton jersey with a ribbed collar, button placket, short sleeves with ribbed trims, and short slits in the sides. | Polo ss Nelly | Polo shirt | Garment Upper body | Menswear | Dark Blue | Embroidery"
722633011,"Patterned swim shorts with elastication and ties at the waist and a fake fly. Soft mesh inner shorts. | SB Col.block shorts | Swimwear bottom | Swimwear | Children Accessories, Swimwear | Green | Colour blocking"
665726001,"Knee-length dress in a crinkled weave with pleats front and back, a small frilled collar and an opening with a covered button at the back of the neck. Long sleeves with narrow cuffs and a covered button, and a gentle flare to the hem. Partly lined. | W RIO DRESS EQ | Dress | Garment Full body | Ladieswear | Red | Solid"
625876001,"Long-sleeved dress in soft, patterned cotton jersey with a gathered seam at the waist and gently flared skirt. Unlined. | LINNÉA L/S DRESS | Dress | Garment Full body | Children Sizes 92-140 | Light Pink | All over pattern"
445419011,"Top in soft, airy modal jersey with a low-cut back and short sleeves. | Leon tee | T-shirt | Garment Upper body | Ladieswear | Yellowish Brown | Solid"
597510020,"Padded jacket in woven fabric with a sheen. Stand-up collar, zip down the front, zipped side pockets and a zipped inner pocket. Polyester filling. Lined. | Uno Padded jkt | Jacket | Garment Upper body | Sport | Dark Green | Solid"
212766041,"Joggers in washed cotton twill with an elasticated drawstring waist, side and back pockets and elasticated hems. Loose fit. | Dean Drawstring Trousers. | Trousers | Garment Lower body | Menswear | Greenish Khaki | Solid"
796788006,"Trousers in superstretch cotton twill with an adjustable, elasticated waist, zip fly and button, back pockets and slim legs. | Mars Fancy | Trousers | Garment Lower body | Children Sizes 134-170 | Greenish Khaki | Solid"
430137006,"5-pocket, ankle-length washed denim jeans in a straight fit with a high waist, zip fly and button and raw-edge hems. | Straight H.W Ankle | Trousers | Garment Lower body | Divided | Black | Denim"
596348001,"Soft toy in soft velour in the shape of a unicorn with a removable dress in tulle and satin. Polyester padding. Length approx. 24 cm. | Majken | Soft Toys | Accessories | Children Accessories, Swimwear | White | Solid"
579365006,"Cold shoulder blouse in a viscose weave with narrow adjustable shoulder straps, elastication and a flounce at the top, long sleeves with elasticated cuffs, and a smocked hem. | Sissi singoalla | Blouse | Garment Upper body | Children Sizes 134-170 | Light Yellow | Solid"
712924006,"Fully lined bikini bottoms. Low waist with wide elastication, and a high cut at the back. | New Girl Wide Side Tanga | Swimwear bottom | Swimwear | Lingeries/Tights | Pink | Solid"
695313001,"Jacket in soft sweatshirt fabric with a pile-lined, drawstring hood and zip down the front with a chin guard. Side pockets and ribbing at the cuffs and hem. Lined. | Scott pile hood | Sweater | Garment Upper body | Children Sizes 92-140 | Dark Blue | Melange"
743681001,"Jumper in a soft knit with dropped shoulders, long sleeves, a pocket in woven fabric and ribbing around the neckline, cuffs and hem. | Keith crew neck TP | Sweater | Garment Upper body | Children Sizes 134-170 | Black | Solid"
319906006,Imitation suede slippers with soft pile linings and fluted soles. | Steve Slipper | Slippers | Shoes | Menswear | Dark Grey | Solid
788172002,"Coat in woven fabric made from a felted wool blend with a stand-up collar and buttons down the front. Diagonal, welt front pockets, two inner pockets, decorative buttons at the cuffs and a single back vent. Lined. | Opac coat | Coat | Garment Upper body | Menswear | Black | Solid"
523944002,Pyjamas in patterned organic cotton jersey. Long-sleeved top with a frill trim at the hem. Leggings with an elasticated waist. | 4PCS LS Girly PJ | Pyjama set | Nightwear | Baby Sizes 50-98 | Pink | All over pattern
412964016,String briefs in cotton-blend jersey with a low waist with wide elastication and a lined gusset. | Emma String (1) | Underwear bottom | Underwear | Divided | Grey | Melange
720125008,Sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Regular waist with a concealed key pocket in the waistband. | SUPREME RW tights | Leggings/Tights | Garment Lower body | Sport | Black | Solid
750745002,"Waterproof hi-tops in imitation leather with a padded edge and tongue, and an adjustable hook and loop tab and elasticated lacing at the front. Mesh linings and insoles and chunky soles. | Lukas fancy waterproof SB | Sneakers | Shoes | Children Accessories, Swimwear | Yellowish Brown | Solid"
908728005,"Calf-length chiffon dress with a grandad collar, buttons at the top and long, voluminous puff sleeves with narrow, buttoned cuffs. Gathered seam at the waist and lower down the skirt. Jersey lining made from recycled polyester. | Tuna | Dress | Garment Full body | Ladieswear | Black | All over pattern"
812428001,"Thong body in lace with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps, a hook-and-eye fastening at the back, a lined gusset with press-studs, and a string back. | Charlotte Push Body AOL | Underwear body | Underwear | Lingeries/Tights | Black | Solid"
792301016,"T-shirt in stretch, ribbed organic cotton jersey. | Baby rib tee  (TVP) | T-shirt | Garment Upper body | Children Sizes 134-170 | Black | Solid"
669396002,Top in jersey made from a cotton blend containing glittery threads with a round neck and long sleeves with a gathered seam and flounce at the cuffs. | DEDE top | Top | Garment Upper body | Children Sizes 134-170 | Dark Blue | Glittering/Metallic
748438001,"Short-sleeved shirt in an airy cotton weave with a tie or bow tie. Shirt with a collar, classic front, yoke with a pleat at the back and rounded hem. Pre-tied tie or bow tie with an elastic strap and adjustable plastic fastener. | Kent ss Shirt w bow | Shirt | Garment Upper body | Children Sizes 92-140 | Blue | Solid"
888229002,"Ankle-length trousers in an airy viscose weave. High waist with covered elastication and a small frill trim, side pockets and tapered legs. | Madeleine HW Woven Pull-On TRS | Trousers | Garment Lower body | Divided | Other Orange | All over pattern"
750423022,"Trousers in soft twill with a regular, elasticated drawstring waist, side pockets, fake welt back pockets and tapered legs with slits at the hems. | DeLuca pull on TVP RW TVP | Trousers | Garment Lower body | Ladieswear | Dark Grey | Melange"
577151002,"Thin bomber jacket in patterned satin with a small, ribbed stand-up collar containing glittery threads and a zip down the front. Long raglan sleeves with ribbed cuffs. Chiffon lining. | Atlantis bomber | Jacket | Garment Upper body | Divided | Light Pink | All over pattern"
657719016,"Padded sleep bag in soft, patterned cotton jersey with a press-stud on one shoulder and zip at one side. Jersey lining. The sleep bag is designed for indoor use only. | Sleepbag Padded | Sleeping sack | Underwear/nightwear | Baby Sizes 50-98 | White | All over pattern"
753302001,"Waterproof trainers in woven fabric with imitation leather sections, a padded edge and tongue, lacing at the front and a grosgrain loop at the back. Reflective details. Mesh linings and insoles. | Julius waterproof low BB | Sneakers | Shoes | Children Accessories, Swimwear | Black | Solid"
795859001,"Single-breasted jacket in a stretch cotton and Tencel™ lyocell weave with narrow notch lapels and a decorative buttonhole. Chest pocket, flap front pockets and three inner pockets, one with a button. Two buttons at the front, decorative buttons at the cuffs and a single back vent. Lined. Skinny Fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist. This combined with narrow shoulders and sleeves creates a completely fitted silhouette. | Burt Skinny Blazer | Blazer | Garment Upper body | Menswear | Dark Red | Solid"
749334002,"Waterproof hi-top trainers in imitation leather and mesh with a hook and loop tab and elasticated lacing at the front, and a loop front and back. Mesh linings and insoles. The trainers have a water-repellent coating without fluorocarbons. | Julius Waterproof HT SB | Sneakers | Shoes | Children Accessories, Swimwear | Black | Solid"
692842010,"Chinos in cotton twill with an adjustable, elasticated waist, zip fly, side pockets, a fake back pocket with a button and slim legs. | TP Pirece chinos | Trousers | Garment Lower body | Children Sizes 92-140 | Dark Green | Solid"
687524003,"Cardigan in a soft knit with dropped shoulders, long sleeves, front pockets and no buttons. | Siri Cardigan | Cardigan | Garment Upper body | Divided | Light Pink | Melange"
890866002,"Short wrapover skirt in soft cotton twill. High waist with a concealed button and sewn-in belt with metal D-rings, and a flap side pocket. Unlined. | AK Grana skirt | Skirt | Garment Lower body | Divided | Black | Solid"
778161001,"Coin-shaped earrings in embossed metal with large, pearly plastic beads. Length 5 cm. | Class BMW Earring | Earring | Accessories | Ladies Accessories | Gold | Solid"
580031011,"Baby Exclusive. Trousers in soft organic cotton slub jersey with an elasticated waist, side pockets and a fake fly with decorative buttons. | TURIN jersey pants | Trousers | Garment Lower body | Baby Sizes 50-98 | Dark Blue | Solid"
635222004,Sleeveless maxi dress in soft jersey with an open chest pocket and rounded hem. Slightly longer at the back. Unlined. | Nicolette Maxi Dress | Dress | Garment Full body | Divided | Greenish Khaki | Solid
856710001,"Joggers in soft, stretch denim with an elasticated, ribbed drawstring waist, fake fly, front and back pockets, and tapered legs with ribbed hems. | Jogger sport | Trousers | Garment Lower body | Children Sizes 92-140 | Dark Blue | Denim"
730284001,Long-sleeved jumper in fine-knit premium cotton with ribbing around the neckline. | R-neck Elias | Sweater | Garment Upper body | Menswear | Beige | Stripe
635472001,"Shirt in cotton poplin with a button-down collar with concealed buttoning, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette. | Goat shirt | Shirt | Garment Upper body | Menswear | Dark Green | Check"
647781007,"Jumper in a soft, fine-knit merino wool blend with long sleeves and ribbing at the cuffs and hem. | PAUL R-NECK MERINO | Sweater | Garment Upper body | Menswear | Dark Purple | Solid"
746011005,"Boxy top in soft sweatshirt fabric with a jersey-lined, drawstring hood and low dropped shoulders. Soft brushed inside. | Verena hoodie | Sweater | Garment Upper body | Ladieswear | Light Beige | Front print"
831777003,"Top in a softly draping weave with a V-neck front and back, short, narrow shoulder straps and short slits in the sides. | Lucie | Vest top | Garment Upper body | Ladieswear | Dark Pink | All over pattern"
578984004,"Romper suit in a cotton weave with elastic shoulder straps, frills at the top and elastication at the back. Press-studs at the crotch and down the inside of the legs (not in sizes 1-4Y). Elasticated hems. | STELLA ROMPER | Jumpsuit/Playsuit | Garment Full body | Baby Sizes 50-98 | Yellow | Solid"
916916001,"Long-sleeved body in stretch lace with a round neckline and narrow, vertical elastication down the front, back and sides, as well as on the sleeves for a draped effect. Press-studs at the crotch and a high cut at the back. | DIV+ Lavender body | Bodysuit | Garment Upper body | Divided | Black | Solid"
634009017,Loose-fitting sports vest top in fast-drying functional fabric with mesh shoulder straps and a narrow racer back with elastic straps. | CERISE top | Vest top | Garment Upper body | Sport | Red | Solid
794284001,"Baby Exclusive. Set with a Henley top and pair of shorts in soft, double-weave organic cotton. Top with a round neck, button placket and short sleeves. Shorts with an elasticated drawstring waist and sewn-in turn-ups at the hems. | LASSE set | Garment Set | Garment Full body | Baby Sizes 50-98 | Light Beige | Solid"
561548014,Leggings in soft organic cotton jersey with an elasticated waist. | MALAGA | Leggings/Tights | Garment Lower body | Children Sizes 92-140 | Dark Blue | All over pattern
555797002,"Short swim shorts with an elasticated drawstring waist and a fake fly. Soft mesh inner shorts. | SB 2-pack Shorts | Swimwear bottom | Swimwear | Children Accessories, Swimwear | Dark Blue | Stripe"
700907006,"Polo shirt in cotton piqué with a ribbed collar, button placket, small embroidered detail on the chest and short sleeves with narrow ribbed trims. Slits at the hem. | BEN FANCY POLO TP | Polo shirt | Garment Upper body | Children Sizes 92-140 | White | All over pattern"
807241090,"Socks in a soft, jacquard-knit cotton blend with elasticated tops. | 1p Fun Socks | Socks | Socks & Tights | Lingeries/Tights | Light Pink | All over pattern"
630084008,"Knee-length cargo shorts in a stretch cotton weave with an elasticated drawstring waist and fake fly. Side pockets with decorative seams, flap back pockets with concealed press-studs and flap leg pockets with a pleat and concealed press-studs. | Steven pull on | Shorts | Garment Lower body | Menswear | Black | Solid"
712259001,Earrings in various designs in metal and plastic. Size 0.5-2 cm. | XMAS earring pack pink | Earring | Accessories | Divided | Pink | Solid
806775001,"Body in soft lace with a straight cut at the top, mesh-lined cups with removable inserts, adjustable shoulder straps and a string back. | Santa Padded Soft Body | Underwear body | Underwear | Lingeries/Tights | Black | Solid"
