article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
556559010,556559,SKINNY SS Trash 79,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,7956,Kids Boy Denim,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1016,Trousers Denim,"5-pocket slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Hard-worn details with patches on the inside, an adjustable elasticated waist and zip fly with a press-stud."
522073002,522073,Spicequeen blouse,254,Top,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Blouse in a patterned crêpe weave with yoke and decorative gathers front and back, and long, wide sleeves with ties at the cuffs."
552370002,552370,SKINNY PRICE,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems."
595130004,595130,BECKY,252,Sweater,Garment Upper body,1010026,Other structure,41,Light Red,7,Medium,18,Red,8718,Young Girl Knitwear,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1003,Knitwear,"Jumper in a soft, loose knit with a wide neckline, long sleeves with rows of fringing and elasticated ribbing around the neckline, cuffs and hem."
525111001,525111,Classic Clubba glasses,78,Other accessories,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Glasses with metal and plastic frames and clear lenses.
821790001,821790,Ebbot Low BB,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,4221,Young Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Imitation leather trainers with a padded edge and tongue, lacing at the front and a loop at the back. Mesh linings and insoles and fluted soles."
677930023,677930,Queen Sweater,252,Sweater,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Top in lightweight sweatshirt fabric with ribbing around the neckline, cuffs and hem."
556849009,556849,2-PACK LEGGINGS BELLE,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,7917,Kids Girl Denim,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1016,Trousers Denim,"Two pairs of leggings in different colours of washed stretch denim with an elasticated waist, fake front pockets and real back pockets."
787096002,787096,Hebbie Fur,262,Jacket,Garment Upper body,1010016,Solid,53,Dark Pink,5,Bright,4,Pink,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut jacket in soft faux fur with a rounded collar and concealed hook-and-eye fasteners. Dropped shoulders, long sleeves and patch front pockets. Lined."
578630013,578630,R-NECK SS SLIM 3 PK,255,T-shirt,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Round-necked T-shirts in soft jersey.
713993075,713993,Knot aliceband,74,Hair/alice band,Accessories,1010001,All over pattern,50,Other Pink,5,Bright,4,Pink,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Fabric-covered Alice band with a decorative knot detail.
708359013,708359,Camden s/s tee,255,T-shirt,Garment Upper body,1010014,Placement print,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey with a ribbed neckline."
578630014,578630,R-NECK SS SLIM 3 PK,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Round-necked T-shirts in soft jersey.
568838001,568838,Katsu,265,Dress,Garment Full body,1010001,All over pattern,21,Light Yellow,3,Light,8,Yellow,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short, sleeveless dress in a crêpe weave with pleats at the top and a small opening at the back. Lined."
754387014,754387,Kurt Cord Jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5252,Jacket Casual,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short jacket in corduroy with metal buttons. Collar, buttons down the front, flap chest pockets with a button, side pockets, buttoned cuffs and an adjustable tab and button at the sides. Unlined."
709297002,709297,Breadwinner Top,298,Bikini top,Swimwear,1010016,Solid,42,Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Bikini top with lined cups, removable inserts and narrow shoulder straps that join and tie at the back."
887456003,887456,Animal set,75,Hat/beanie,Accessories,1010002,Application/3D,13,Beige,2,Medium Dusty,11,Beige,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,"Set with a hat and mittens knitted in a soft cotton blend. Hat with ears on top, embroidered details at the front and a ribbed hem. Mittens with ribbed cuffs. Size 2-6M without thumbs."
619190001,619190,Cool Morticia sunglasses,81,Sunglasses,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
736116002,736116,S Josephine Cardholder,84,Wallet,Accessories,1010002,Application/3D,12,Light Beige,1,Dusty Light,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Imitation leather card holder with four card slots, a flap and concealed press-stud."
554538002,554538,Dingo tank,253,Vest top,Garment Upper body,1010017,Stripe,52,Pink,3,Light,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Short vest top in cotton jersey with a tie at the hem and raw-edge armholes.
669614004,669614,1 pk world cup,302,Socks,Socks & Tights,1010014,Placement print,71,Light Blue,3,Light,2,Blue,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
491039003,491039,Joplin Jumpsuit,272,Trousers,Garment Lower body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Jumpsuit in a soft weave with narrow adjustable shoulder straps, a V-neck at the front and opening with a concealed button at the back of the neck. Seam at the waist with a tie belt, side pockets and straight, wide legs. Unlined."
716725001,716725,TIMI denim trouser,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Joggers in washed, organic cotton denim with an elasticated waist, fake fly with decorative buttons, and side pockets."
651025001,651025,Moses jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,"Windproof jacket in water-repellent, functional fabric with a  hood with a peak and a fleece-lined collar, and an adjustable drawstring at the front and top. Taped zip down the front, chest pockets with a taped zip, zipped side pockets, a discreet back pocket with a zip and an inner pocket in mesh. Long raglan sleeves with an adjustable hook and loop tab at the cuffs, a drawstring at the hem, tape-trimmed inner seams, and reflective details."
678691002,678691,CARINA HIGH SUPPORT BRA,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with padded cups, wide, lightly padded, adjustable shoulder straps that cross at the back and an elasticated hem with hook-and-eye fasteners at the back. Extra firm support."
917610002,917610,Irene pile,252,Sweater,Garment Upper body,1010008,Front print,12,Light Beige,1,Dusty Light,11,Beige,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Hoodie in soft faux shearling with an embroidered text on the front, long sleeves with ribbed cuffs, and a drawstring at the hem."
842727001,842727,Smudge,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,V-neck blouse in a crêpe weave with butterfly sleeves and covered buttons down the front.
818086004,818086,3P VOLT LS TEE TVP,254,Top,Garment Upper body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,Long-sleeved tops in soft cotton jersey with a press-stud on one shoulder (except in sizes 1½-4Y).
784460001,784460,Peacock linen,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Short-sleeved, V-neck blouse in a linen weave with a wrapover front with diagonal buttoning, a tie at one side and a flounced hem."
549437014,549437,Billie 10p socks SG,302,Socks,Socks & Tights,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit socks with a scalloped edge.
560030013,560030,Pete bd ls poplin,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Cotton poplin shirt with a button-down collar, open chest pocket and long sleeves with adjustable buttoning at the cuffs. Yoke with a pleat at the back and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
703210001,703210,Jake sneaker,94,Sneakers,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Trainers in glittery imitation leather with elasticated lacing at the front and a loop at the back. Soft fleece linings and insoles and thermoplastic rubber (TPR) soles.
622966014,622966,Laura sneaker,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers with lacing at the front, fabric linings and insoles and rubber soles."
673363004,673363,LF Iris Flared Twill Trs,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,9020,Special Collection,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"High-waisted jeans in stretch denim with a zip fly and button, front and back pockets and slim legs with sewn-in creases front and back that flare from the knee down."
641263002,641263,Dharma trousers,272,Trousers,Garment Lower body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,"Trousers in airy crinkled chiffon with an elasticated waist and straight, wide legs with slits at the front that go up to the waist. Lined with short jersey shorts."
809460002,809460,Francis dress,265,Dress,Garment Full body,1010016,Solid,92,Green,1,Dusty Light,19,Green,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"Dress in an airy cotton weave with flounce-trimmed shoulder straps and buttons down the front. Seam at the waist, narrow, covered elastication at the back and a gathered, flared skirt. Unlined."
774627006,774627,Wow Relax Shorts,274,Shorts,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Shorts in sweatshirt fabric with a print motif. Elasticated drawstring waist, side pockets, a back pocket and a low crotch."
717171001,717171,Lake Hairy Off Shoulder,252,Sweater,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Boxy jumper in a soft, fluffy knit with a large collar, dropped shoulders, long raglan sleeves and ribbing at the cuffs and hem."
269342023,269342,Tina NT s/s,254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,2035,Nursing,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Short-sleeved top in soft jersey with a unique nursing feature. The design includes a double layer to help retain warmth while allowing easier nursing access.
872230001,872230,BRUCE BUCKETHAT,76,Hat/brim,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Bucket hat in cotton twill with a cotton sweatband. Width of brim 9 cm.
858640004,858640,Lola skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,Knee-length skirt in a crêpe weave with a high waist and sewn-in wrapover at the front. Concealed zip in one side and a flounce trim down the front and around the hem. Unlined.
811205001,811205,Mini Romper,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,42,Red,5,Bright,18,Red,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Sleeveless playsuit in a viscose weave with elastication and a flounce at the top, an elasticated seam at the waist and side pockets."
631772015,631772,VALERIE dress (1),265,Dress,Garment Full body,1010025,Slub,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Sleeveless dress in organic cotton jersey with a smocked seam at the waist and rounded hem.
835522002,835522,BEN fancy crewneck,252,Sweater,Garment Upper body,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with ribbing around the neckline, cuffs and hem. The cotton content of the top is organic."
625019004,625019,ES Kylie dress,265,Dress,Garment Full body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Long-sleeved dress in lightweight sweatshirt fabric with a motif. Ribbing around the neckline and cuffs.
574605002,574605,Bolt top,254,Top,Garment Upper body,1010016,Solid,63,Dark Purple,5,Bright,6,Lilac Purple,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Fitted jersey top in a cotton blend with gathers front and back and long sleeves.
804472003,804472,Michael HT SB,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Hi-tops in patterned imitation leather with an adjustable hook and loop tab and elasticated lacing at the front, and a loop at the back. Canvas linings and insoles and fluted soles."
886489007,886489,ALGOT body LS FANCY  2p,256,Bodysuit,Garment Upper body,1010010,Melange,13,Beige,1,Dusty Light,1,Mole,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Long-sleeved bodysuits in soft, organic cotton jersey with a wrapover front and press-studs down the sides and at the crotch."
748355001,748355,Rose thong 7-pack,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Thong briefs in cotton jersey with a low waist, lined gusset and string back."
720635008,720635,Pheobe dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a patterned viscose weave with a V-neck, wrapover front with ties at the waist and short sleeves."
637184001,637184,Calzone,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Short, sleeveless dress in soft, patterned viscose jersey. V-neck with decorative lacing and a frill trim that continues over the shoulders, and an elasticated seam under the bust. Unlined."
563418002,563418,Charlie necktube,80,Scarf,Accessories,1010010,Melange,7,Grey,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Tube scarf in a soft, rib-knit wool blend. Width 34 cm, circumference 120 cm."
744242002,744242,SKINNY HW,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Slim-fit, high-waisted jeans in washed, stretch denim with an adjustable, elasticated waist (in sizes 8-12Y), fake front pockets, real back pockets and narrow hems."
620423011,620423,MISCHA tee,255,T-shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirts in soft organic cotton jersey with a rounded hem. Slightly longer at the back.
869321001,869321,Flirty Decade hoop pk,70,Earring,Accessories,1010016,Solid,52,Pink,7,Medium,4,Pink,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Set containing eight ear cuffs and four different hoop earrings in metal. Five of the pieces are decorated with sparkly glass beads and two with shimmering plastic pearls. Diameter from 1 cm to 2.5 cm.
629349002,629349,SPEED VP8 - Bubble fur,262,Jacket,Garment Upper body,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short, collarless jacket in faux fur with concealed hook-and-eye fasteners and pockets in the side seams. Lined."
700761005,700761,Samantha Hipster Ch. Poppy Low,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in microfibre and lace with a low waist, lined gusset, narrow sides and cutaway coverage at the back."
637277002,637277,ANT PANTS,276,Outdoor trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7812,Kids Girl Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Shell trousers in wind- and waterproof breathable functional fabric with closed seams. Adjustable elasticated waist, a reflective strip on one leg and a reinforced elastic strap under the feet. Lined. The trousers have a water-repellent coating without fluorocarbons."
850606001,850606,Connie 129 Tulle Skirt,275,Skirt,Garment Lower body,1010016,Solid,52,Pink,7,Medium,4,Pink,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,Flared skirt in a double layer of tulle with lots of volume. Elasticated waist. Lined.
881425001,881425,Anya midi skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Knee-length skirt in soft cotton jersey with covered elastication at the waist and a slit at the back.
534258004,534258,Paltrow SPEED,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Calf-length dress in patterned chiffon with an opening with a button at the back of the neck and pleated sleeves. Narrow, elasticated seam at the waist and a flared, pleated skirt. Lined."
571820002,571820,Sculptured,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans with a regular waist, button fly and tapered legs with twisted, shaping seams."
699071002,699071,Hailey strap tank,253,Vest top,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Vest top in soft cotton jersey in a narrow cut at the top with a print motif, narrow shoulder straps and a racer back."
668005002,668005,Evelyn dress,265,Dress,Garment Full body,1010016,Solid,63,Dark Purple,4,Dark,6,Lilac Purple,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Knee-length, fitted dress in sturdy jersey with a V-neck, wide shoulder straps that cross at the back and a short slit at the back."
694680004,694680,BEANIE KNIT MALTE (1),75,Hat/beanie,Accessories,1010017,Stripe,43,Dark Red,4,Dark,18,Red,4212,Kids Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Hat in a soft knit with a decorative pompom on top, ribbed hem and earflaps. Thermal fleece lining."
487722008,487722,Charlotte Body Push Melbourne,283,Underwear body,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up body with underwired, moulded, padded cups for a larger bust and fuller cleavage, and a string at the back. Narrow, adjustable shoulder straps, an opening with a hook-and-eye fastening at the back and a lined gusset with concealed press-studs."
783359010,783359,Cap Eazy Suede Mix C,504,Cap,Accessories,1010002,Application/3D,73,Dark Blue,4,Dark,2,Blue,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Twill cap with an appliqué on the front, an imitation suede peak and an adjustable plastic fastener at the back."
657057002,657057,Rima Dress,265,Dress,Garment Full body,1010001,All over pattern,91,Light Green,1,Dusty Light,19,Green,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Knee-length dress in a crêpe weave with a V-neck and short, puff sleeves with narrow cuffs and a covered button. Concealed zip at the back, seam at the waist and a gently flared skirt. Unlined."
707274002,707274,OL HARDING PQ loafer,144,Flat shoe,Shoes,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Suede loafers with soft heel caps and a loop at the back. Fabric linings, leather insoles and thermoplastic rubber soles."
608213009,608213,ED Sorrel dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Straight-cut dress in a soft viscose weave with a V-neck and small stand-up collar. Dropped shoulders, short sleeves with sewn-in turn-ups and a rounded hem. Slightly longer at the back. Unlined."
782616020,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
671694003,671694,Smocky top,253,Vest top,Garment Upper body,1010006,Dot,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Top woven in a cotton blend with narrow adjustable shoulder straps and wide, frill-trimmed smocking at the top. Seam at the waist and a flared peplum."
720935002,720935,Hazel skirt,275,Skirt,Garment Lower body,1010016,Solid,42,Red,5,Bright,18,Red,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"Calf-length skirt in woven fabric with a high waist, pleats and buttons down the front. Unlined."
888614002,888614,Travita Felt Hat,76,Hat/brim,Accessories,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bucket hat in soft, felted wool. Width of brim 6.5 cm."
827663002,827663,Gustav Summer set,255,T-shirt,Garment Upper body,1010012,Mixed solid/pattern,31,Light Orange,3,Light,3,Orange,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Set with a T-shirt and pair of shorts in soft, organic cotton jersey. T-shirt with a ribbed trim around the neckline. Shorts with an elasticated waist and pockets in the side seams."
455925004,455925,Yates LS tee,254,Top,Garment Upper body,1010014,Placement print,9,Black,4,Dark,5,Black,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,"Sports top in breathable, functional fabric with a small stand-up collar and long sleeves. The polyester content of the top is recycled."
862425001,862425,Lockhart 4PCS set,270,Garment Set,Garment Full body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,6565,Baby Boy Woven,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1006,Woven/Jersey/Knitted mix Baby,"Set with a waistcoat, pair of shorts and matching shirt in a cotton weave and a pre-tied bow tie in a linen and cotton weave. Lined waistcoat with buttons at the front. Knee-length shorts with an adjustable, elasticated waist, zip fly and button, and fake diagonal side pockets. Shirt with a turn-down collar, buttons down the front, short sleeves with sewn-in turn-ups, and a rounded hem. Bow tie with an adjustable elastic strap and a plastic fastener at the back."
814857006,814857,RESORT SS SHIRT,259,Shirt,Garment Upper body,1010001,All over pattern,31,Light Orange,3,Light,3,Orange,5783,Shirt,F,Menswear,3,Menswear,55,Contemporary Street,1011,Shirts,"Short-sleeved shirt in a patterned viscose weave with a resort collar, buttons down the front, a chest pocket and short slits in the sides."
892599001,892599,Flirty Millie Neckalce,77,Necklace,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Two-strand necklace in different lengths of thin metal chain. The shorter chain is decorated with plastic beads and shell-shaped pendants. The longer chain has a textured, coin-shaped pendant. Adjustable trigger clasp fastening."
634835003,634835,YOSHI CARDIGAN,308,Hoodie,Garment Upper body,1010018,Treatment,9,Black,4,Dark,5,Black,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Cardigan in washed-look sweatshirt fabric with raw edges, a hood and patch front pockets. Gently dropped shoulders, long sleeves and no buttons."
735999001,735999,Logg Spotlight dress,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,2034,Knitwear,A,Ladieswear,1,Ladieswear,8,Mama,1003,Knitwear,"Knee-length dress in a soft, rib-knit cotton blend with a V-neck, buttons at the top and short sleeves."
700370001,700370,Cash Padded Balconette,306,Bra,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace balconette bra with moulded, lightly padded cups that lift and shape. Detachable, adjustable shoulder straps and a hook-and-eye fastening at the back."
739659019,739659,Dragonfly dress,265,Dress,Garment Full body,1010001,All over pattern,43,Dark Red,4,Dark,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Sleeveless dress in printed cotton jersey with a gathered seam at the waist and flared skirt.
897319001,897319,Keno phone bag,66,Bag,Accessories,1010026,Other structure,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Smartphone bag in sturdy fabric with a narrow, metal chain shoulder strap and flap with a magnetic fastener and decorative metal detail. Depth 3.5 cm. Width 10 cm. Height 16.5 cm."
